Test Code,Test Name,"MRP (in
INR)",Methodology,Specimen Type,Specimen Remarks,Container,Temp.,Frequency,TAT,,,,,,,,,,,,,,
APC431,CORTISOL - 24 HRS URINE,990,CLIA,URINE,10 ML ALIQUOT OF 24 HOUR URINE URINE IN LEAKPROOF CONTAINER,STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC432,CORTISOL - SERUM (EVENING SAMPLE 4 PM),650,CLIA,SERUM,3ML SERUM IN GEL TUBE (EVENING 4 PM SAMPLE),YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC433,CORTISOL - SERUM (MORNING SAMPLE 8 AM),650,CLIA,SERUM,3ML SERUM IN GEL TUBE (MORNING 8 AM),YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC434,CORTISOL - SERUM (RANDOM),650,CLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC435,CORTISOL - SPOT URINE,650,CLIA,URINE,10 ML URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC436,COXIELLA BURNETTI PHASE 2 ANTIBODIES IGM AND IGG,5600,ECLIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,2 DAYS,,,,,,,,,,,,,,
APC437,C-REACTIVE PROTEIN CRP (QUALITATIVE),400,LATEX AGGLUTINATION,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC438,C-REACTIVE PROTEIN CRP (QUANTITATIVE),450,IMMUNOTURBIDOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC439,CREATININE - 24 HR URINE,250,SPECTROPHOTOMETRY,URINE,10 ML ALIQUOT OF 24 HOUR URINE URINE IN LEAKPROOF CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC440,CREATININE - SERUM,230,SPECTROPHOTOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC441,CREATININE - SPOT URINE,250,SPECTROPHOTOMETRY,URINE,10 ML URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC442,CREATININE CLEARANCE TEST - 24 HRS URINE,450,SPECTROPHOTOMETRY,URINE AND SERUM,10 ML ALIQUOT OF 24 HOUR URINE IN STERILE CONTAINER AND 2ML SERUM IN GEL TUBE,"STERILE CONTAINER AND YELLOW TOP GEL
TUBE",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC443,CREATININE FLUID,230,SPECTROPHOTOMETRY,ANY BODY FLUID,3ML BODY FLUID IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC444,CRYOGLOBULINS,1100,"INSPECTION, PHYSICAL",SERUM,2ML FASTING (8 HOURS) SERUM TO BE COLLECTED IN A PREWARMED (37°C) SYRINGE/VACUTAINER,YELLOW TOP GEL TUBE,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC445,CRYPTOCOCCUS ANTIGEN,2000,IMMUNO CHROMATOGRAPHY,SERUM OR CSF,2ML SERUM IN GEL TUBE OR 2ML CSF IN STERILE CONTAINER,YELLOW TOP GEL TUBE/ STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,2 DAYS,,,,,,,,,,,,,,
APC446,CRYPTOCOCCUS ANTIGEN DETECTION IN CSF,1980,IMMUNOCHROMATOGRAPHY,CSF,2ML CSF IN STERILE CONTAINER,"STERILE VIAL/SCREW CAPPED
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC447,CRYPTOCOCCUS ANTIGEN DETECTION IN SERUM,1980,IMMUNOCHROMATOGRAPHY,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC448,CRYPTOSPORIDIUM OOCYST (STOOL),1250,MICROSCOPY,STOOL,5 GM STOOL IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,2 DAYS,,,,,,,,,,,,,,
APC449,CSF - ROUTINE AND MICROSCOPY,530,MICROSCOPY,CSF,3ML CSF IN STERILE CONTAINER,"STERILE VIAL/SCREW CAPPED
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC450,CULTURE - AEROBIC (ICU SWABS),440,CULTURE,SWAB,SWAB / SITE OF COLLECTION TO BE LABELLED IN CONTAINER,STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC451,CULTURE - AEROBIC (OT SWABS),440,CULTURE,"AIR PLATE/OPEN PLATE, SWAB",SWAB / SITE OF COLLECTION TO BE LABELLED IN CONTAINER,STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC452,CULTURE - ANAEROBIC,1100,CULTURE,ANY SPECIMEN,2 - 3 ML BODY FLUID/TISSUE IN NORMAL SALINE/VAGINAL SWAB IN ANAEROBIC BOTTLE,STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4-8 DAYS,,,,,,,,,,,,,,
APC453,CULTURE - ANAEROBIC (BLOOD),1100,BACTEC,"WHOLE BLOOD BACTEC BOTTLE
ANAEROBIC",10 ML WHOLE BLOOD IN SPECIAL PLUS ANAEROBIC BOTTLE,BACTEC BOTTLE ANAEROBIC,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC454,"CULTURE - MRSA (METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS)
SCREENING",600,CULTURE / VITEK,NASAL SWAB,SWAB IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC455,CULTURE AND SENSITIVITY - AEROBIC,950,VITEK,ANY SPECIMEN,2 - 3 ML BODY FLUID/TISSUE IN NORMAL SALINE/VAGINAL SWAB,STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC456,CULTURE AND SENSITIVITY - AEROBIC (BLOOD),1000,BACTEC,"WHOLE BLOOD BACTEC BOTTLE
AEROBIC",10 ML WHOLE BLOOD IN BACTEC BOTTLE,BACTEC BOTTLE AEROBIC,AMBIENT (15-25 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC457,CULTURE AND SENSITIVITY - AEROBIC (CONVENTIONAL),850,CULTURE,ANY SPECIMEN,2 - 3 ML BODY FLUID/TISSUE IN NORMAL SALINE/VAGINAL SWAB,STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC458,CULTURE AND SENSITIVITY URINE,850,CULTURE / VITEK,URINE,5 - 10 ML URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC459,CULTURE FUNGUS (WITHOUT SENSITIVITY),1200,"CONVENTIONAL FUNGUS CULTURE, MICROSCOPY, MALDITOF-MS",ANY SPECIMEN,"CSF: 2 ML (1 ML MIN.) IN A RED TOP (NO ADDITIVE) TUBE OR STERILE SCREW CAPPED VIAL. DO NOT USE SST GEL BARRIER TUBES. SHIP REFRIGERATED. BONE MARROW: 2 ML (0.5 ML MIN.) BONE MARROW IN 1 GREEN TOP (SODIUM HEPARIN) TUBE. SHIP REFRIGERATED. PUS/BODY FLUIDS (PLEURAL/ PERICARDIAL/ ASCITIC/ SYNOVIAL/ OCULAR/ BRONCHIAL WASHINGS/BAL) OR ASPIRATES /SEMEN/ STOOL: SUBMIT AS MUCH AS POSSIBLE (1 ML/1G MIN.) IN STERILE SCREW CAPPED CONTAINER. SHIP REFRIGERATED. ENDOMETRIAL CURETTINGS/TISSUE: SUBMIT IN STERILE NORMAL SALINE IN A STERILE SCREW CAPPED CONTAINER. SHIP REFRIGERATED. SWABS: SUBMIT SWABS IN 1 ML STERILE NORMAL SALINE IN STERILE SCREW CAPPED CONTAINER. SHIP REFRIGERATED. SPUTUM/URINE: SUBMIT 2 SPOT (RANDOM) MORNING SAMPLES, 5–10 ML (1 ML MIN.) SPUTUM /10 ML (5 ML MIN.) URINE IN STERILE SCREW CAPPED CONTAINER. SHIP REFRIGERATED. SKIN: SUBMIT 2–3 MM SCRAPINGS FROM PERIPHERY OF ACTIVE SKIN LESION IN STERILE CONTAINER OR BETWEEN 2 STERILE GLASS SLIDES. WRAP SLIDES IN BLACK PAPER. SHIP REFRIGERATED. HAIR: SUBMIT PLUCKED 10–12 INFECTED, LUSTRELESS HAIR INCLUDING ROOT IN A STERILE CONTAINER. SHIP REFRIGERATED. NAIL: SUBMIT CLIPPINGS AND POWDERY MATERIAL FROM FRIABLE AND DISCOLORED REGION OF AFFECTED NAIL. SHIP REFRIGERATED.",STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,29-33 DAYS,,,,,,,,,,,,,,
APC460,"CULTURE, NOCARDIA (DOES NOT INCLUDE ANTIBIOTIC SENSITIVITY)",1400,CULTURE,"PUS / SPUTUM / SWAB / TISSUE IN NORMAL SALINE/BIOPSY
MATERIAL",SUBMIT PUS FROM DISCHARGING SINUS / SPUTUM IN A STERILE SCREW CAPPED CONTAINER WITHOUT FIXATIVES OR TISSUE / BIOPSY MATERIAL / SWABS IN 1 ML STERILE NORMAL SALINE. SHIP REFRIGERATED,STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,22-3 DAYS,,,,,,,,,,,,,,
APC461,CYCLOSPORINE - C4 LEVEL (WHOLE BLOOD),4000,CMIA,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),WED,5 DAYS,,,,,,,,,,,,,,
APC462,CYCLOSPORINE A,3100,LC-MS/MS,WHOLE BLOOD EDTA,"3 ML (2 ML MIN.) WHOLE BLOOD IN 1 LAVENDER TOP (EDTA) TUBE. SHIP REFRIGERATED. PROVIDE DATE AND TIME OF SAMPLING, AMOUNT & TIME OF DOSE. IDEAL SAMPLING TIME: JUST BEFORE THE NEXT DOSE
(TROUGH LEVELS).",LAVENDER TOP EDTA VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC463,CYCLOSPORINE LEVEL,2750,CMIA,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),WED,5 DAYS,,,,,,,,,,,,,,
APC464,CYCLOSPORINE: C0+C2  LEVEL,4000,CMIA,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP
EDTA VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),WED,5 DAYS,,,,,,,,,,,,,,
APC465,CYCLOSPORINE: C2 LEVEL,3000,CMIA,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),WED,5 DAYS,,,,,,,,,,,,,,
APC466,CYFRA 21 (LUNG CANCER MARKER),2800,ELECTROCHEMILUMINESCENCE,SERUM,"2ML SERUM IN GEL TUBE [SAMPLES SHOULD NOT BE TAKEN FROM PATIENTS RECEIVING THERAPY
WITH HIGH BIOTIN DOSES (I.E. > 5 MG/DAY) UNTIL AT LEAST 8 HOURS
FOLLOWING THE LAST BIOTIN ADMINISTRATION]
+ CLINICAL HISTORY",YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),MON,4 DAYS,,,,,,,,,,,,,,
APC467,CYSTATIN C,1500,NEPHELOMETRY,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),TUES,3 DAYS,,,,,,,,,,,,,,
APC468,CYSTIC FIBROSIS (R)F 508/CFTRF508,11000,"PCR, SEQUENCING",WHOLE BLOOD EDTA,4 ML (2 ML MIN.) WHOLE BLOOD IN 1 LAVENDER TOP (EDTA) TUBE. SHIP REFRIGERATED. DO NOT FREEZE,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,13 DAYS,,,,,,,,,,,,,,
APC469,CYSTICERCOSIS (IGG) ANTIBODY,1650,ENZYME LINKED IMMNUNOSORBENT ASSAY,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),SAT,3 DAYS,,,,,,,,,,,,,,
APC470,CYTOCHROME P450 2C19 (CYP2C19) GENOTYPING,8200,PCR,WHOLE BLOOD EDTA,2 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC471,CYTOLOGY FOR MALIGNANT CELLS,490,MICROSCOPY,ANY BODY FLUID,"3ML BREAST MILK,BODY FLUID/SCRAPING IN STERILE CONTAINER",STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),"MON,TUE, WED,THU,F RI,SAT",3 DAYS,,,,,,,,,,,,,,
APC472,DCP-DECARBOXY PROTHROMBIN PIVKA-II,6100,CMIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,FROZEN (-20 DEGREE CELSIUS),SAT,5 DAYS,,,,,,,,,,,,,,
APC473,D-DIMER,1150,ELFA,WHOLE BLOOD IN NA CITRATE,"3ML CITRATE PLASMA IN SODIUM CITRATE. SAMPLE NEEDS TO BE CENTRIFUGED AT 3600 RPM FOR 15 MINS AND TRANSFER SUPERNATANT TO A STERILE PLASTIC TUBE AND COLD CHAIN TO BE MAINTAINED
DURING TRANSPORT",BLUE TOP SODIUM CITRATE VACUTAINER,FROZEN (-20 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC474,DEHYDROEPIANDROSTERONE (DHEA),2700,ENZYME IMMUNOASSAY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"TUES, FRI",4 DAYS,,,,,,,,,,,,,,
APC475,DEHYDROEPIANDROSTERONE SULPHATE - (DHEAS),1100,CLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC476,DENGUE - RNA PCR (QUALITATIVE),3850,REAL TIME PCR,WHOLE BLOOD EDTA / CSF,3ML WHOLE BLOOD IN EDTA / CSF IN STERILE CONTAINER,LAVENDER TOP EDTA VACUTAINER / STERILE VIAL OR CONTAINER,FROZEN (-20 DEGREE CELSIUS),TUES,5 DAYS,,,,,,,,,,,,,,
APC477,DENGUE IGG,800,ELISA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC478,DENGUE IGG & IGM,1500,ELISA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC479,"DENGUE IGG/IGM ANTIBODIES, RAPID",1200,IMMUNO CHROMATOGRAPHY,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC480,DENGUE IGM,800,ELISA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC481,"DENGUE IGM, RAPID",700,IMMUNO CHROMATOGRAPHY,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC482,DENGUE NS1 ANTIGEN,660,ELISA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC483,"DENGUE NS1 ANTIGEN, RAPID",990,IMMUNO CHROMATOGRAPHY,SERUM,2ML SERUM IN GEL TUBE/EDTA VACUTAINER,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC484,"DENGUE PROFILE
(NS1, IGG, IGM), RAPID",1600,IMMUNO CHROMATOGRAPHY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC485,"DENGUE PROFILE
(IGG & IGM ANTIBODY & NS1 ANTIGEN)",1900,ELISA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC486,"DENGUE SEROLOGY RAPID
(IGM AND NS1 ANTIGEN)",1200,IMMUNO CHROMATOGRAPHY,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC487,DIFFERENTIAL LEUCOCYTIC COUNT (DLC),180,ELECTRICAL IMPEDANCE,WHOLE BLOOD EDTA,2ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC488,DIGOXIN LEVELS - SERUM,1050,ELECTROCHEMILUMINESCENCE,SERUM,"2ML SERUM SAMPLES FOR DIGOXIN ANALYSIS
SHOULD BE COLLECTED AT TROUGH LEVELS WHICH IS JUST PRIOR TO THE NEXT DRUG DOSE OR AT LEAST 12 HOURS, AND PREFERABLY 24 HOURS AFTER THE PREVIOUS DIGOXIN DOSE.
SERUM [SAMPLES SHOULD NOT BE TAKEN FROM PATIENTS RECEIVING THERAPY WITH HIGH BIOTIN DOSES (I.E. > 5 MG/DAY) UNTIL AT LEAST 8 HOURS
FOLLOWING THE LAST BIOTIN ADMINISTRATION",YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC489,DIHYDRO TESTOSTERONE(DHT),2900,ENZYME LINKED IMMNUNOSORBENT ASSAY,SERUM,"2ML SERUM IN GEL TUBE. CLINICAL DETAILS, AGE & GENDER MANDATORY)",YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),THURS,4 DAYS,,,,,,,,,,,,,,
APC490,DIPTHERIA IGG ANTIBODY,3500,ENYME IMMUNOASSAY,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),TUES,5 DAYS,,,,,,,,,,,,,,
APC491,DNA-B THALASSEMIA (SPECIFIC MUTATION),3400,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC492,DNA-BMD (CARRIER ANALYSIS),8600,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC493,DNA-B-THALASSEMIA (7 COMMON MUTATIONS),4900,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC494,DNA-CHRONIC PANCREATITIS (N34S SPINK1 MUTATION),3100,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP
EDTA VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC495,DNA-CYSTIC FIBROSIS (5T MUTATION),3100,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC496,DNA-CYSTIC FIBROSIS (DELTA F508 MUTATION),3400,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC497,DNA-CYSTIC FIBROSIS (FOUR COMMON MUTATIONS),4400,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC498,DNA-DENTATO RUBRAL PALLIDO LUYSIAN ATROPHY,3900,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC499,DNA-DMD (CARRIER ANALYSIS),8600,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC500,DNA-DMD (Q-PCR FOR SPECIFIC EXON),7800,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC501,DNA-FRAGILE X (SOUTHERN BLOT FOR FRAXA LOCUS)),4900,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC502,DNA-FRIEDRICHS ATAXIA (SINGLE DISEASE),3900,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC503,DNA-HEMOGLOBLIN-E DISEASES,3400,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC504,DNA-HEMOPHILIA-A (CARRIER ANALYSIS),4900,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC505,DNA-HEMOPHILIA-A (INTRON- 22 INVERSION),4500,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC506,DNA-HEMOPHILIA-B (CARRIER ANALYSIS),4900,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC507,DNA-HEREDITARY HAEMOCHROMATOSIS,4400,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC508,DNA-HUNTINGTONS DISEASE,3900,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC509,DNA-MITO. ENCEPHALOPATHY (SPECIFIC MUTA),3400,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC510,DNA-MITO. ENCEPHALOPATHY LHON- 3 -MUTATIONS,4400,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP
EDTA VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
APC511,DNA-MITO. ENCEPHALOPATHY- LEIGH DISEASE-3 MUTATIONS,4400,SEQUENCING,WHOLE BLOOD EDTA,5 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,8 DAYS,,,,,,,,,,,,,,
